weight_class,winner,loser,method,round,time,notes,fight_card,event_name,unnamed:_7_level_1
Catchweight (116.2 lbs) Muay Thai,Petnumkhum Phundakrataburi,Petkritsada CMA Academy,KO (right hook),1,0:46,Originally a 116 pounds bout; Petkritsada missed weight (116.2 lbs),Main card,ONE Friday Fights 18,
Featherweight Kickboxing,Mohammad Siasarani,Mohammed Boutasaa,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Lightweight Muay Thai,Chanajon PK.Saenchai,Victor Hugo,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
W.Catchweight (128 lbs) Kickboxing,Smilla Sundell,Milana Bjelogrlić,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 18,
Flyweight Muay Thai,Johan Ghazali,Tai Sor.Jor. Piek-U-Thai,KO (punch),3,1:37,,Main card,ONE Friday Fights 18,
Flyweight,Andrey Chelbaev,Manthan Rane,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 18,
Lightweight,Ali Kabdulla,Richard Godoy,TKO (knee and elbow),3,1:38,,Main card,ONE Friday Fights 18,
Bantamweight Muay Thai,Kulabdam Sor.Jor.Piek-U-Thai,Ilyas Musaev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (124 lbs) Muay Thai,Ronachai Tor.Ramintra,Aekkalak Sor.Samarngarment,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (133 lbs) Muay Thai,Rittidet Sor.Sommai,Jalill Barnes,KO (left hook),3,0:20,,Main card,ONE Friday Fights 19,
Catchweight (122 lbs) Muay Thai,Petrapha Sor.Sophit,Den Sitnayoktaweeptaphong,Decision (split),3,3:00,,Main card,ONE Friday Fights 19,
Catchweight (116 lbs) Muay Thai,KohTao Petsomnuk,Amnartdet Sitnayokmot,TKO (punches),3,2:54,,Main card,ONE Friday Fights 19,
Catchweight (126 lbs) Muay Thai,Soroush Akbari,Parnpet Sor.Jor.Lekmuangnon,Decision (split),3,3:00,,Main card,ONE Friday Fights 19,
Bantamweight Kickboxing,Elbrus Osmanov,Kaonar Sor.Jor.Tongprajin,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
Bantamweight Muay Thai,Ferzan Çiçek,Panrit Lookjaomaesaiwaree,KO (left hook),3,0:26,,Main card,ONE Friday Fights 19,
Catchweight (129 lbs) Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Noelison Silva,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 19,
W.Strawweight Muay Thai,Natalia Diachkova,Lena Nocker,TKO (punches),1,1:58,,Main card,ONE Friday Fights 19,
Bantamweight,Chen Rui,Drex Zamboanga,Decision (split),3,5:00,,Main card,ONE Friday Fights 19,
Lightweight,Murad Umachiev,Ibragim Shaymanov,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 19,
Flyweight Muay Thai,Jaosuayai Sor.Dechapan,Phetsukumvit Boybangna,KO (right hook),1,2:30,,Main card,ONE Friday Fights 20,
Catchweight (132 lbs) Muay Thai,Theptaksin Sor.Sornsing,Yodkrisada Sor.Sommai,Decision (split),3,3:00,,Main card,ONE Friday Fights 20,
Catchweight (142 lbs) Muay Thai,Suablack Tor.Pran49,Thanungern F.A.Group,KO (punch),2,2:14,,Main card,ONE Friday Fights 20,
Catchweight (136 lbs) Muay Thai,Puengluang Baanramba,Jomhod Chor.Ketweena,KO (punch),3,2:30,,Main card,ONE Friday Fights 20,
Catchweight (128 lbs) Muay Thai,Rambong Sor.Terapat,Petchsuwan Boomdeksian,KO (left hook),1,0:15,,Main card,ONE Friday Fights 20,
W.Catchweight (110 lbs) Muay Thai,Gusjung Fairtex,Nongnook Mor.Kor.Chor.Chaiyaphum,No Contest (accidental eye poke),1,,Gusjung unable to continue.,Main card,ONE Friday Fights 20,
Bantamweight Muay Thai,Yod-IQ P.K.Saenchai,Mavlud Tupiev,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 20,
Catchweight (162 lbs) Muay Thai,Victor Texeira,Kongthailand Kiatnavy,KO (right hook),2,2:46,Teixeira missed weight (162 lbs).,Main card,ONE Friday Fights 20,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Zhang Jinhu,KO (left head kick),1,0:34,,Main card,ONE Friday Fights 20,
Catchweight (147 lbs) Muay Thai,Saenphon Sor.Sommai,Gökhan Boran,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 20,
Featherweight,Constantin Mărărescu,Bartosz Skrok,No Contest (illegal knee),2,3:06,,Main card,ONE Friday Fights 20,
Flyweight,Torepchi Dongak,Ivan Orekhov,TKO (corner stoppage),2,3:16,,Main card,ONE Friday Fights 20,
Flyweight Muay Thai,Kongsuk Fairtex,Paidang Kiatsongrit,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Mongkolkaew Sor.Sommai,Sonrak Sit Por.Jor.Wor.,KO (knees),3,1:40,,Main card,ONE Friday Fights 21,
Catchweight (136 lbs) Muay Thai,Pettonglor Sitluangpeenumfon,Rungsangtawan Sor.Parrat,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (142 lbs) Muay Thai,Jack Apichat MuayThai,Mardanglek Nakatawan,KO (right straight),1,1:22,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Seksan Fairtex,Dokmaipa P.K.Saenchai,KO (punches),1,2:50,,Main card,ONE Friday Fights 21,
Catchweight (124 lbs) Muay Thai,Panthep V.K.Khaoyai,Yodkumarn Maxjandee,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Bantamweight Muay Thai,Yodphupa Wimanair,Antar Kacem,Decision (split),3,3:00,,Main card,ONE Friday Fights 21,
Flyweight Muay Thai,Elias Ghazali,Javad Bigdeli,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (126 lbs) Muay Thai,Dabdam Por.Tor.Tor.Thongtawee,Xavier Gonzalez,Decision (split),3,3:00,,Main card,ONE Friday Fights 21,
Catchweight (140 lbs) Muay Thai,Thongsiam Kiatsongrit,Sho Ogawa,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 21,
Featherweight,Adilet Nurmatov,Leonardo Casotti,TKO (elbows and punches),3,0:35,,Main card,ONE Friday Fights 21,
Flyweight,Yryskeldi Duisheev,Magomed Magomedov,TKO (punches),3,3:19,,Main card,ONE Friday Fights 21,
Strawweight Muay Thai,Prajanchai P.K.Saenchai,Sam-A Gaiyanghadao,KO (elbow),2,2:10,For the interim ONE Strawweight Muay Thai Championship.,Main card,ONE Friday Fights 22,
Flyweight Muay Thai,Superlek Kiatmuu9,Nabil Anane,KO (straight to the body),1,2:03,,Main card,ONE Friday Fights 22,
Catchweight (142 lbs) Muay Thai,Saeksan Or. Kwanmuang,Nathan Bendon,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 22,
Bantamweight Muay Thai,Nico Carrillo,Muangthai P.K.Saenchai,TKO (three knockdowns),2,1:23,,Main card,ONE Friday Fights 22,
Heavyweight,Anatoly Malykhin (ic),Arjan Bhullar (c),TKO (punches),3,2:42,For the unification ONE Heavyweight Championship.,Main card,ONE Friday Fights 22,
Featherweight Muay Thai,Sitthichai Sitsongpeenong,Eddie Abasolo,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 22,
Bantamweight Muay Thai,Fariyar Aminipour,Rambolek Chor.Ajalaboon,Decision (split),3,3:00,,Main card,ONE Friday Fights 22,
Catchweight (132 lbs) Muay Thai,Kongthoranee Sor.Sommai,Gingsanglek Tor.Laksong,KO (left hook),2,0:28,,Main card,ONE Friday Fights 22,
Catchweight (119 lbs) Muay Thai,Akram Hamidi,Jomhod AutoMuayThai,KO (left hook to the body),2,0:36,,Main card,ONE Friday Fights 22,
Catchweight (119 lbs) Muay Thai,Thongpoon P.K.Saenchai,Yangdam Sor.Tor.Hiewbangsaen,Decision (split),3,3:00,,Main card,ONE Friday Fights 22,
Middleweight,Shamil Erdogan,Fan Rong,KO (front kick to the body),2,0:37,,Main card,ONE Friday Fights 22,
Catchweight (140 lbs) Muay Thai,Kongklai AnnyMuayThai,Paedsanlek P.K.Saenchai,TKO (Three knockdowns),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (160 lbs) Muay Thai,Beckham BigWinChampion Gym,Anton Petrov,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Strawweight Muay Thai,Stephen Irvine,Pettong Kiatsongrit,TKO (Three knockdowns),2,2:36,,Main card,ONE Friday Fights 23,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Patakake SinbiMuayThai,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Chokdee Maxjandee,Decision (Unanimous),3,3:00,,Main card,ONE Friday Fights 23,
Catchweight (119 lbs) Muay Thai,Songchainoi Kiatsongrit,Mungkorn Boomdeksian,KO (Flying knee),3,1:52,"Originally 116 lbs, Mungkorn missed weight.",Main card,ONE Friday Fights 23,
Strawweight Kickboxing,Kompetch Sitsarawatsuer,Huo Xiaolong,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Catchweight (140 lbs) Muay Thai,Silviu Vitez,River Daz,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Featherweight Muay Thai,Alexandr Skvortsov,Jose Manuel Hita,Decision (Majority),3,3:00,,Lead Card,ONE Friday Fights 23,
W.Atomweight Muay Thai,Yu Yau Pui,Marie Ruumet,Decision (Unanimous),3,3:00,,Lead Card,ONE Friday Fights 23,
Heavyweight,Lawrence Philips,Dalir Moradian,TKO (Punches & elbows),1,3:47,,Lead Card,ONE Friday Fights 23,
Bantamweight,Chayan Oorzhak,Avliyohon Hamidov,TKO (Retirement),1,3:18,,Lead Card,ONE Friday Fights 23,
Bantamweight Muay Thai,Fabio Reis,Pongsiri P.K.Saenchai,,,,,Main card,ONE Friday Fights 24,
Catchweight (137 lbs) Muay Thai,Muangsap Kiatsongrit,Sibsan Nokkhao KorMor11,,,,,Main card,ONE Friday Fights 24,
Catchweight (127 lbs) Muay Thai,Rambong Sor.Terapat,Singdomthong Nokjeanladkrabang,,,,,Main card,ONE Friday Fights 24,
Catchweight (134 lbs) Muay Thai,Songfangkhong F.A.Group,Denpayak Detpetchsrithong,,,,,Main card,ONE Friday Fights 24,
Catchweight (116 lbs) Muay Thai,Rachan Sor.Somnuk,Mahahin Nakbinalaiyon,,,,,Main card,ONE Friday Fights 24,
Catchweight (119 lbs) Muay Thai,Aliff Sor.Dechapan,Ratchadej Sor.Petjumrat,,,,,Main card,ONE Friday Fights 24,
Lightweight Muay Thai,Sinsamut Klinmee,Victor Texeira,,,,,Main card,ONE Friday Fights 24,
Flyweight Muay Thai,Black Panther,Mohammad Sadeghi,,,,,Main card,ONE Friday Fights 24,
Flyweight Muay Thai,Jaising Sitnayokpunsak,Amir Abdulmuslimov,,,,,Main card,ONE Friday Fights 24,
W.Catchweight (110 lbs) Muay Thai,Nongam Fairtex,Lisa Brierley,,,,,Main card,ONE Friday Fights 24,
Featherweight,Isaque Moura,Georgy Shahruramazanov,,,,,Main card,ONE Friday Fights 24,
Featherweight,Asliddin Eshankulov,Nadir Aliev,,,,,Main card,ONE Friday Fights 24,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 1,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 1,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 1,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 1,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 1,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 1,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 1,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 1,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 1,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 1,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 2,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 2,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 2,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 2,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 2,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 2,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 2,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 3,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 3,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 3,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 3,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 3,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 4,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 4,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 4,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 4,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 4,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 4,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 5,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 5,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 5,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 5,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 5,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 5,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 5,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 5,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 5,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 5,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 6,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 6,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 6,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 6,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 6,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 6,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 6,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 6,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 6,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 6,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 7,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 7,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 7,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 7,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 7,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 7,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 7,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 7,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 7,
Flyweight Muay Thai,Phetsukumvit Boybangna,Petchmuangsri Tded99,KO (punches),2,2:36,,Main card,ONE Friday Fights 8,
Catchweight (128 lbs) Muay Thai,Petlampun Muadablampang,Rambong Sor.Terapat,KO (punch),3,1:14,,Main card,ONE Friday Fights 8,
Catchweight (116 lbs) Muay Thai,NumSurin Chor.Ketweena,Khunsuknoi Boomdeksian,KO (punches),1,2:38,,Main card,ONE Friday Fights 8,
Catchweight (113 lbs) Muay Thai,Banluerit Sitwatcharachai,Nuatoranee Jitmuangnon,KO (punches),1,2:38,,Main card,ONE Friday Fights 8,
W.Atomweight Muay Thai,Junior Fairtex,Pancake Kiattongyot,Decision (split),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (116 lbs) Muay Thai,Maisangkam Sor Yingcharoenkarnchang,Jomhot Charoenmuang,KO (left hook),3,0:42,,Main card,ONE Friday Fights 8,
Bantamweight Muay Thai,Mavlud Tupiev,Alaverdi Ramazanov,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Lightweight,Vladimir Kanunnikov,Jason Ponet,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 8,
Catchweight (128 lb) Kickboxing,Huo Xiaolong,Seyed Mahdi Zadeh,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (118 lb) Muay Thai,Jomhod AutoMuayThai,Daniel Gyllenberg,TKO (punches and elbows),2,1:05,,Main card,ONE Friday Fights 8,
Welterweight,Salamat Orozakulov,Furqan Cheema,Decision (unanimous),3,5:00,,Main card,ONE Friday Fights 8,
Flyweight Muay Thai,Mohammad Sadeghi,Elias Ghazali,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 8,
Catchweight (138 lbs) Muay Thai,Superball Tded99,Kongklai AnnyMuayThai,Decision (unanimous),3,3:00,,Main card,ONE Friday Fights 9,
Catchweight (130 lbs) Muay Thai,ET Tded99,Apiwat Sor.Somnuk,KO (flying knee),1,0:37,,Main card,ONE Friday Fights 9,
Bantamweight Muay Thai,Komawut F.A.Group,Avatar P.K.Saenchai,Decision (split),3,3:00,,Main card,ONE Friday Fights 9,
Strawweight Muay Thai,Pongsiri Sor.Jor.Wichitpadriew,Pettong Kiatsongrit,KO (left hook),1,1:57,,Main card,ONE Friday Fights 9,
